Name,Price,Time,Location,Product,Etat,Livraison
Lampe UV Led ongles 54W,5 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Autre matériel professionnel,Produit neuf,disponible
Jouet voiture de course,3 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Jeux et Jouets,Produit neuf,disponible
Machine à laver Astech 8kg,215 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Machine à laver Astech 10kg/6kg séchage,380 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Ford  Edge  2016,7 550 000 CFA,1 jour,"Medina, Dakar, Sénégal",Voitures,,
Cuisinière à table 2 feux,18 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Mini console de jeux  portable,8 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Jeux vidéo & Consoles,Produit neuf,disponible
Console Xbox One noire 500go (occasion) + 1 jeu cd  + 1  Manette,80 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Jeux vidéo & Consoles,,disponible
Cartouche Toner HP 508a jaune,50 000 CFA,1 jour,"Fass, Dakar, Sénégal",Fournitures de Bureaux,,disponible
Peugeot 308 Break 2017,6 700 000 CFA,1 jour,"Dieuppeul-Derklé, Dakar, Sénégal",Voitures,,
Microphone à condensateur,25 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Nissan Rogue 2010,3 800 000 CFA,1 jour,"Medina, Dakar, Sénégal",Voitures,,
Hyundai Accent  2012,3 500 000 CFA,1 jour,"Medina, Dakar, Sénégal",Voitures,,
culotte réaliste en silicone pour soulever les fesses faux rehausseur de hanche short de contrôle fessier pour les femmes fausses hanches,90 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Lingerie,,disponible
Machine à laver 8kg astech inverter,210 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Drap blanc avec deux  taies,5 500 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Linges de maison,Produit neuf,disponible
Cuisinière à table 4 feux,19 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Chemise,25 000 CFA,1 jour,"Almadies 2, Dakar, Sénégal",Vêtements Homme,Produit neuf,disponible
Location appartement F4  Centre ville Dakar plateau,1 200 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Appartements,,
Machine à laver Astech 7kg semi automatique,105 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Location appartements meublés 2 pièces - Almadies,45 000 CFA,1 jour,"Almadies, Dakar, Sénégal",Appartements meublés,,
Chargeur de batterie de voiture/moto intelligent automatique de plomb gel agm 12v 2a avec affichage lcd - Corebox power,10 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Accessoires & pièces détachées,Produit neuf,disponible
Imprimante HP Deskjet 2720,45 000 CFA,1 jour,"Fass, Dakar, Sénégal",Imprimantes & Photocopieurs,,disponible
Imprimante HP Deskjet 2710,42 500 CFA,1 jour,"Fass, Dakar, Sénégal",Imprimantes & Photocopieurs,,disponible
Machine à laver Astech 7kg inverter,179 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Imprimante HP Deskjet 2320,35 000 CFA,1 jour,"Fass, Dakar, Sénégal",Imprimantes & Photocopieurs,,disponible
Hyundai Tucson 2016,8 500 000 CFA,1 jour,"Medina, Dakar, Sénégal",Voitures,,
Joint de carter gauche pour Yamaha Mt09/tracer9,25 000 CFA,1 jour,"Dakar, Sénégal",Accessoires & pièces détachées,,
Peugeot 307 2007,2 700 000 CFA,1 jour,"Medina, Dakar, Sénégal",Voitures,,
Dacia Sandero 2017,5 950 000 CFA,1 jour,"Medina, Dakar, Sénégal",Voitures,,
Bibliothèque 2portes,100 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Meubles,Produit neuf,
Balance de cuisine électronique 10kg avec ecran digital -  sf400,5 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Autres électronique,Produit neuf,disponible
"Optimiseur de voiture ecoboost, économiseur de carburant ecoobd2",5 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Autre matériel professionnel,Produit neuf,disponible
"Google TV Astech 65"" Bar de son",415 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
"Google TV Astech 55"" Qled bar de son",310 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
Serviette avec foulard de bain coton,5 000 CFA,1 jour,"Parcelle Assainies, Dakar, Sénégal",Linges de maison,Produit neuf,disponible
Machine à laver Astech 9kg inverter,220 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Ford Edge 2018,6 200 000 CFA,1 jour,"Dakar, Sénégal",Voitures,,
Location appartement  standing F3 - Mermoz,800 000 CFA,1 jour,"Mermoz-Sacré Coeur, Dakar, Sénégal",Appartements,,
Peugeot 307 2007,2 700 000 CFA,1 jour,"Medina, Dakar, Sénégal",Voitures,,
Chevrolet Cruze 2010,1 900 000 CFA,1 jour,"Medina, Dakar, Sénégal",Voitures,,
Auvent électrique 4.50m,300 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Décoration & luminaires,,
Ventirad Deepcool Ag620,50 000 CFA,1 jour,"Guediawaye, Dakar, Sénégal",Accessoires Informatiques,Produit neuf,disponible
Google TV Astech 32  Android,85 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
"Google TV Astech 43"" Android",129 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
Android TV Astech 85 Pouces,800 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
Google TV Astech 75 pouces,495 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
"Split enduro 2,25CV",235 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
"Split enduro 1,5CV",160 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
"Split enduro 1,25cv",140 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Scanner auto diagnostic obd2 pour lire et effacer les codes d’erreur du moteur,10 000 CFA,"Patte d'oie, Dakar, Sénégal",Autre matériel professionnel,"Patte d'oie, Dakar, Sénégal",Produit neuf,disponible
Machine à laver Astech 10kg inverter,275 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Split Enduro 3CV,325 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Hyundai Santa Fe 2014,5 950 000 CFA,1 jour,"Medina, Dakar, Sénégal",Voitures,,
Ford Fusion 2016,3 500 000 CFA,1 jour,"Mbour, Sénégal",Voitures,,
Toyota CHR  2020,14 800 000 CFA,1 jour,"Medina, Dakar, Sénégal",Voitures,,
Salon,300 CFA,1 jour,"Medina, Dakar, Sénégal",Meubles,Produit neuf,disponible
Mini machine scelleuse thermique portative de sac plastique manuelle - scellage sous vide - bleu,3 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Petit électroménager,Produit neuf,disponible
Mercedes-benz GL-class 2017,20 000 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Voitures,,
Google TV Astech 50  pouces,205 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
Google TV Astech 55 pouces,239 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
"Caméra de surveillance WiFi 1080P avec Vision Nocturne, Bidirectionnelle, Rotation panoramique détection de mouvement   IA",10 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Caméras et Matériel de surveillance,Produit neuf,disponible
Congélateur horizontale astech 1012 litres,1 300 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Google TV Astech 65 pouces,340 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
"Téléviseur Deska 65"" Pouces",280 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
"Smart TV Deska 32"" Pouces",73 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Smart TV  Wiwlil 55 pouces,200 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
Table TV,100 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Meubles,Produit neuf,
Hyundai Sonata  2015,4 300 000 CFA,"Medina, Dakar, Sénégal",Voitures,"Medina, Dakar, Sénégal",,
Table à manger,300 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Meubles,Produit neuf,
Ford Fusion 2017,6 500 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Voitures,,
Hyundai  Tucson 2018,8 900 000 CFA,1 jour,"Dakar, Sénégal",Voitures,,
Chemise homme,25 000 CFA,1 jour,"Almadies 2, Dakar, Sénégal",Vêtements Homme,Produit neuf,disponible
"Mini console de jeu vidéo rétro 8 bits, 500 jeux intégrés",8 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Jeux vidéo & Consoles,Produit neuf,disponible
Renault  Megane Z 2006,2 900 000 CFA,"Medina, Dakar, Sénégal",Voitures,"Medina, Dakar, Sénégal",,
Samsung Galaxy A13,60 000 CFA,1 jour,"Parcelle Assainies, Dakar, Sénégal",Téléphones & Tablettes,,
Lot de 03 foulard,7 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Autres accessoires,Produit neuf,disponible
Mini Adaptateur USB Mâle,2 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Autres électronique,Produit neuf,disponible
Téléphone fixe sans fil solo - Panasonic kx-tg1611frh,18 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Ford Fusion 2016,4 100 000 CFA,1 jour,"Medina, Dakar, Sénégal",Voitures,,
Sous vêtement body gainant pour femme,9 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Vêtements Femme,,disponible
Miroir mural vintage,8 500 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Décoration & luminaires,,disponible
Cartouche toner HP 508a cyan,50 000 CFA,1 jour,"Fass, Dakar, Sénégal",Fournitures de Bureaux,,disponible
Cartouche toner HP 508a noir,50 000 CFA,1 jour,"Fass, Dakar, Sénégal",Fournitures de Bureaux,,disponible
Micro-ondes Astech 23 litres,65 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Congélateur horizontale Astech 761L,975 008 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Peugeot 407 2011,2 800 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Voitures,,
Nissan Altima 2015,3 200 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Voitures,,
"Smart Hisense 65"" UHD 4k full options",349 900 CFA,1 jour,"Ouakam, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
Cartouche toner HP 415a jaune,42 000 CFA,1 jour,"Fass, Dakar, Sénégal",Fournitures de Bureaux,,disponible
Location appartements 4 pièces - Mermoz-sacré coeur,700 000 CFA,1 jour,"Mermoz-Sacré Coeur, Dakar, Sénégal",Appartements,,
Découpe légumes manuelle,42 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Vaisselle,Produit neuf,disponible
Air fryer Astech 10l double compartiment,70 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Autre électromenager,Produit neuf,disponible
Congélateur Astech verticale 424 litres,1 200 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Local commercial à Fann- Mermoz,3 000 000 CFA,1 jour,"Fann, Dakar, Sénégal",Bureaux & Commerces,,
Vente appartement  - Mariste,55 000 000 CFA,1 jour,"Mariste, Dakar, Sénégal",Appartements,,
Micro-cravate sans fil 4 en 1,18 000 CFA,1 jour,"Parcelle Assainies, Dakar, Sénégal","Son, Hifi & Casques",Produit neuf,disponible
Talkie-Walkie  Baofeng  T20,23 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Cartouche Toner HP 415a magenta,42 000 CFA,1 jour,"Fass, Dakar, Sénégal",Fournitures de Bureaux,,disponible
Hachoir électrique 6 litres,17 500 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Vaisselle,Produit neuf,disponible
Etui Antichoc Nillkin,25 000 CFA,1 jour,"Parcelle Assainies, Dakar, Sénégal",Accessoires Téléphonie,Produit neuf,disponible
Renault Megane 2015,3 950 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Moulin à grains électrique,58 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Petit électroménager,,disponible
Machine à laver Roch 8kg A+++,205 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Machine à laver roch 9kg inverter,229 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Ventilateur mural Binatone,55 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Ford Fusion 2018,6 500 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Voitures,,
Cartouche toner HP 415a cyan,42 000 CFA,1 jour,"Fass, Dakar, Sénégal",Imprimantes & Photocopieurs,,disponible
Royal Hachoir électrique,9 500 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Vaisselle,Produit neuf,disponible
Royal  Hachoir  électrique,7 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Vaisselle,Produit neuf,disponible
Samsung Galaxy S22 ultra,350 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Royal Hachoir électrique,14 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Vaisselle,Produit neuf,disponible
Thermomètre numérique avec  écran LCD,3 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Matériel Médical,Produit neuf,disponible
Samsung A05s,100 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung  A16,120 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Royal Hachoir électrique,23 900 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Vaisselle,Produit neuf,disponible
Samsung Galaxy Z Fold 4,420 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Cartouche toner HP 415a noir,42 000 CFA,1 jour,"Fass, Dakar, Sénégal",Fournitures de Bureaux,,disponible
Tecno Camon 30,140 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung Galaxy A06,80 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Audi Q5 2017,11 300 000 CFA,1 jour,"Dakar, Sénégal",Voitures,,
Fauteuil pliante,90 000 CFA,1 jour,"Grand Yoff, Dakar, Sénégal",Meubles,Produit neuf,disponible
Roch Congélateur,150 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Chaise fauteuil pliable,65 000 CFA,1 jour,"Grand Yoff, Dakar, Sénégal",Meubles,Produit neuf,disponible
Iphone11  pro max 256gb,230 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung Galaxy Z Fold 3,310 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Chaise pliable,50 000 CFA,1 jour,"Sicap Liberté, Dakar, Sénégal",Meubles,Produit neuf,disponible
Roch cuisiniére  à  gaz  4 feux,95 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Roch  Congélateur,220 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Mangue Kente,300 CFA,1 jour,"Rufisque, Sénégal",Alimentation,Produit neuf,disponible
Roch cusiniére à  gaz  5 feux,250 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Location de voiture,10 000 CFA,1 jour,"Ouakam, Dakar, Sénégal",Location de véhicules,,
M-horse,65 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Roch  cusiniére  à gaz,140 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Machine à  laver 7 kg,150 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
Caméra de Sécurité WiFi rotative 360° FULL HD 1080P Vision Nocturne Interphone bidirectionnel,10 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Caméras et Matériel de surveillance,Produit neuf,disponible
Tablette Atouch a Pad 3,40 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Autoradio 2din écran tactile hd 7 pouces miroirlink fm/usb/aux/sd avec support de commande au volant,40 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Accessoires & pièces détachées,Produit neuf,disponible
Iphone 11  64gb,125 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Tablette Origimo Opad 50 art,65 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Tableau murale,35 000 CFA,1 jour,"Grand Yoff, Dakar, Sénégal",Art & Artisanat,Produit neuf,disponible
Hyundai Avante 2019,5 500 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Iphone 11 128gb,155 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone XR 128gb,120 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Location appartements 4 pièces - Yoff,350 000 CFA,1 jour,"Yoff, Dakar, Sénégal",Appartements,,
Samsung Galaxy Z Fold 3,270 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Tablette Homii,50 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Table pliable,50 000 CFA,1 jour,"Medina, Dakar, Sénégal",Meubles,Produit neuf,disponible
Samsung Fold 4,399 900 CFA,1 jour,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
"Autoradio écran tactile 7 pouces 2 din, lecteur multimédia avec fm/usb/aux/sd fonctions mirror link - Bileeko",35 000 CFA,1 jour,"Patte d'oie, Dakar, Sénégal",Autres électronique,Produit neuf,disponible
Grillage brochette 5 pièces,10 000 CFA,1 jour,"Grand Yoff, Dakar, Sénégal",Vaisselle,Produit neuf,disponible
Terrain 150 m² à Keur Massar – unité 13,15 000 000 CFA,1 jour,"Keur Massar, Sénégal",Terrains,,
Offre d emploi,50 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Autres services,,disponible
Location appartements 4 pièces - Yoff Djily mbaye,315 000 CFA,1 jour,"Yoff, Dakar, Sénégal",Appartements,,
Vente villa basse à demolir - Sacré coeur 2,420 000 000 CFA,1 jour,"Sacré-Coeur, Dakar, Sénégal",Villas,,
Peugeot 407 2007,1 950 000 CFA,1 jour,"Dakar, Sénégal",Voitures,,
Dell Lattitude 7390,230 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
All in one HP 27 pouces core i5 12ème gen ram 16g disque dur 1tera + 256ssd écran tactile,700 000 CFA,1 jour,"Fass, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Hyundai Santa fe 2014,6 700 000 CFA,1 jour,"Guediawaye, Dakar, Sénégal",Voitures,,
Cartouche HP 207a cyan,35 000 CFA,1 jour,"Fass, Dakar, Sénégal",Fournitures de Bureaux,,disponible
All in one HP 27 core i7 13ème gen ram 16g disque dur 1tera ssd écran tactile 27 pouces,800 000 CFA,1 jour,"Fass, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Tableau mural deco,35 000 CFA,1 jour,"Grand Yoff, Dakar, Sénégal",Art & Artisanat,Produit neuf,disponible
Tablette Mytab  S12,110 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Tablette Atouch X19 ultra,65 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Hyundai Sonata 2013,2 900 000 CFA,1 jour,"Fass, Dakar, Sénégal",Voitures,,
Chaise réglable + miroir,35 000 CFA,1 jour,"Dakar, Sénégal",Meubles,,
Lit + commode + miroir,350 000 CFA,1 jour,"Dakar, Sénégal",Meubles,,
Cuisiniere Roch 4 feux,95 000 CFA,1 jour,"Dakar Plateau, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Jeep  Patriot  2014,3 500 000 CFA,1 jour,"Guediawaye, Dakar, Sénégal",Voitures,,
Drone avec contrôleur d'écran,160 000 CFA,1 jour,"Parcelle Assainies, Dakar, Sénégal",Appareils photos et Caméras,Produit neuf,disponible
